Title,My,Calculated,Performance,Cinematography,Script,Plot,Mood,Source,Title type,Directors,AVG rating,IMDb Rating,Rotten Tom.,Metacritic,Runtime (mins),Year,Genres,# of IMDb votes,IMDb Top 250,1001 Must See…,Desire to see (A-F grading),Female dir.,Bechdel,LGBTQ Russo,Good Blu-ray,Foreign dir.,Netflix/Hulu streaming,LFPL,Wild & Woolly,description,US Release Date (month/day/year),URL,Created,Modified,MIDZ,1001 position,Female
A.I. Artificial Intelligence,9,0,,,,,,,Feature Film,Steven Spielberg,70,7,,,146,2001,"adventure, drama, sci_fi",180307,,,,,,,,,,,,,6/26/2001,http://www.imdb.com/title/tt0212720/,Tue Jun 26 12:00:00 2001,Wed Aug 10 16:04:03 2011,1226,,
ABCD,,0,,,,,,,Feature Film,Krutin Patel,57,5.7,,,105,1999,drama,253,,,,,,,,,,,,,11/6/1999,http://www.imdb.com/title/tt0221794/,Mon Apr 12 12:00:00 2004,Wed Aug 10 16:04:03 2011,2415,,
About a Boy,8,0,,,,,,,Feature Film,"Chris Weitz, Paul Weitz",71,7.1,,,101,2002,"comedy, drama, romance",109499,,,,,,,,,,,,,4/26/2002,http://www.imdb.com/title/tt0276751/,Mon Jun  3 12:00:00 2002,Wed Aug 10 16:04:03 2011,1326,,
About Schmidt,,0,,,,,,,Feature Film,Alexander Payne,72,7.2,,,125,2002,"comedy, drama",89007,,,,,,,,,,,,,5/22/2002,http://www.imdb.com/title/tt0257360/,Thu Dec 19 11:00:00 2002,Wed Aug 10 16:04:03 2011,2299,,
Ace in the Hole,,0,,,,,,,Feature Film,Billy Wilder,82,8.2,,,111,1951,"drama, film_noir",12750,,Y,,,,,,,,,,,6/14/1951,http://www.imdb.com/title/tt0043338/,,,787,804,
Across the Universe,,0,,,,,,,Feature Film,Catherine Breillat,73,7.3,,,133,2007,"drama, musical, romance",72704,,,,Y,,,,Fr.,,,,,39334,http://www.imdb.com/title/tt0445922/,,,1059,,
Across the Universe,7,80,8,8,7,9,8,,Feature Film,Julie Taymor,73,7.3,,,133,2007,"drama, fantasy, musical, romance",76531,,,recent,,3,,,,,,,,,,,12/6/2013,2948,,
Adam's Rib,,0,,,,,,,Feature Film,George Cukor,75,7.5,,,101,1949,"comedy, drama, romance",12155,,Y,F,,,,,,,,,,11/18/1949,http://www.imdb.com/title/tt0041090/,,,808,940,
Adanggaman,,0,,,,,,,Feature Film,Roger Gnoan M'Bala,64,6.4,,,90,2000,drama,122,,,,,,,,,,,,,8/31/2000,http://www.imdb.com/title/tt0262210/,Mon Oct 15 12:00:00 2001,Wed Aug 10 16:04:03 2011,2176,,
Adaptation.,8,0,,,,,,,Feature Film,Spike Jonze,77,7.7,,,114,2002,"comedy, crime, drama",110903,,,,,,,,,,,,,12/6/2002,http://www.imdb.com/title/tt0268126/,Thu Dec  6 06:26:16 2012,Thu Dec  6 06:26:16 2012,1958,,
Adventureland,,0,,,,,,,Feature Film,Greg Mottola,68,6.8,,,107,2009,"comedy, drama, romance",99418,,,,,,,,,,,,,1/19/2009,http://www.imdb.com/title/tt1091722/,Tue Nov  3 11:00:00 2009,Wed Aug 10 16:04:03 2011,2551,,
Adventures in Babysitting,8,0,,,,,,,Feature Film,Chris Columbus,66,6.6,,,102,1987,"action, adventure, comedy, thriller",20761,,,,,,,,,,,,,6/19/1987,http://www.imdb.com/title/tt0092513/,Sat Apr 13 18:52:23 2013,Sat Apr 13 18:52:23 2013,2011,,
After Earth,,0,,,,,,,Feature Film,M. Night Shyamalan,49,4.9,,,100,2013,"action, adventure, sci_fi",61223,,,,,,,,,,,,,5/1/2013,http://www.imdb.com/title/tt1815862/,Thu Mar  7 20:59:14 2013,Thu Mar  7 20:59:14 2013,2759,,
Afternoon Delight,,0,,,,,,,Feature Film,Jill Soloway,64,6.4,,,95,2013,"comedy, drama",243,,,,Y,,,,,,,,,1/21/2013,http://www.imdb.com/title/tt2312890/,Mon Sep 23 13:36:02 2013,Mon Sep 23 13:36:02 2013,2808,,
Against the Ropes,6,0,,,,,,,Feature Film,Charles S. Dutton,51,5.1,,,111,2004,"biography, drama, romance, sport",5044,,,,,,,,,,,,"Hollywood DVD rental. Meg Ryan was not the right choice for this movie.  Great story, but poor dialogue and choice of music, too!

DATE: 2004-12-03",2/20/2004,http://www.imdb.com/title/tt0312329/,Sat Dec  4 11:00:00 2004,Wed Aug 10 16:04:03 2011,1458,,
Age of Consent,7,0,,,,,,,Feature Film,Michael Powell,65,6.5,,,103,1969,"biography, comedy, drama, romance",1342,,,,,,,,,,,,,5/14/1969,http://www.imdb.com/title/tt0063991/,Thu Jun  9 12:00:00 2011,Wed Aug 10 16:04:04 2011,1873,,
Agora,8,0,,,,,,,Feature Film,Alejandro AmenÃ¡bar,71,7.1,,,127,2009,"adventure, drama, history, romance",37302,,,,,,,,,,,,,5/17/2009,http://www.imdb.com/title/tt1186830/,Sat Sep 11 12:00:00 2010,Wed Aug 10 16:04:04 2011,1805,,
"Aguirre, the Wrath of God",,0,,,,,,,Feature Film,Werner Herzog,80,8,,,93,1972,"adventure, drama, history",27698,,Y,,,,,,,,,,,12/29/1972,http://www.imdb.com/title/tt0068182/,,,492,300,
Ai Weiwei: Never Sorry,10,92,9,8,9,9,10,BD 2012 MPI,Documentary,Alison Klayman,84,7.4,97,81,91,2012,documentary,1995,,,recent,Y,,,Y,,Ne,,,,1/22/2012,http://www.imdb.com/title/tt1845773/,Fri Sep  7 21:00:49 2012,Fri Sep  7 21:00:49 2012,1942,,
Aileen Wuornos: The Selling of a Serial Killer,,0,,,,,,,Documentary,Nick Broomfield,69,6.9,,,87,1993,documentary,1006,,Y,,,,,,,Ne,,,,10/9/1993,http://www.imdb.com/title/tt0103634/,,,228,187,
Aileen: Life and Death of a Serial Killer,,0,,,,,,,Documentary,"Nick Broomfield, Joan Churchill",76.3333333333333,7.2,86,71,93,2003,"documentary, crime",2518,,Y,,Y,,,,,Hulu,,,1001 2013,,,10/14/2013,,2855,,
Air America,,0,,,,,,,Feature Film,Roger Spottiswoode,55,5.5,,,113,1990,"action, comedy",17233,,,,,,,,,,,,,8/10/1990,http://www.imdb.com/title/tt0099005/,Fri Oct 18 12:00:00 2002,Wed Aug 10 16:04:03 2011,2275,,
Airplane!,?,0,,,,,,,Feature Film,"Jim Abrahams, David Zucker",78,7.8,,,88,1980,comedy,108277,,Y,,,,,,,,,,,7/2/1980,http://www.imdb.com/title/tt0080339/,,,398,331,
Akira,,0,,,,,,,Feature Film,Katsuhiro Otomo,81,8,87,76,124,1988,"animation, sci_fi",66505,,Y,C,,1,,,,,,,"Manga passes Bechdel, but not film.",7/16/1988,http://www.imdb.com/title/tt0094625/,,,286,63,
Alexander,7,0,,,,,,,Feature Film,Oliver Stone,36.3333333333333,5.4,16,39,175,2004,"action, adventure, biography, drama, history, romance, war",108294,,,,,,,,,,,,"Hollywood DVD rental. Director's Cut. Didn't see the theatrical version.

DATE: 2005-11-22",11/16/2004,http://www.imdb.com/title/tt0346491/,Mon Dec  6 11:00:00 2004,Wed Aug 10 16:04:03 2011,1460,,
Alexandra's Project,,0,,,,,,,Feature Film,Rolf de Heer,66,6.6,,,103,2003,"drama, mystery, thriller",3656,,,,,,,,,,,,,2/14/2003,http://www.imdb.com/title/tt0338706/,Sat Nov 14 11:00:00 2009,Wed Aug 10 16:04:03 2011,2554,,
Ali,7,0,,,,,,,Feature Film,Michael Mann,66,6.6,,,157,2001,"biography, drama, sport",60666,,,,,,,,,,,,,12/11/2001,http://www.imdb.com/title/tt0248667/,Tue Sep 11 12:00:00 2001,Wed Aug 10 16:04:03 2011,1247,,
Ali: Fear Eats the Soul,,0,,,,,,,Feature Film,Rainer Werner Fassbinder,80,8,,,94,1974,"drama, romance",8139,,Y,,,,,,,,,,,3/5/1974,http://www.imdb.com/title/tt0071141/,,,467,251,
Alice,,0,,,,,,,Feature Film,Jan Svankmajer,86.5,7.3,100,n/a,86,1988,"animation, adventure, comedy, fantasy, horror",5749,,Y,,,,,,Czech.,DVD,,DV,,8/3/1988,http://www.imdb.com/title/tt0095715/,,,299,167,
Alice Doesn't Live Here Anymore,,0,,,,,,DV 2004 Warner,Feature Film,Martin Scorsese,84.5,7.4,95,n/a,112,1974,"drama, romance",11775,,,B,,3,,,,DVD,LFPL StMatt Redbox Az Vu,DV,,,,11/18/2013,,2928,,
Alice in Wonderland,8,0,,,,,,,Feature Film,"Clyde Geronimi, Wilfred Jackson",74,7.4,,,75,1951,"animation, adventure, family, fantasy, musical",63718,,,,,,,,,,,,,7/26/1951,http://www.imdb.com/title/tt0043274/,Sun Mar 17 09:56:00 2013,Sun Mar 17 09:56:00 2013,1992,,
Alien,9,93,9,10,8,9,10,BD 2010 20th,Feature Film,Ridley Scott,88.3333333333333,8.5,97,83,117,1979,"horror, sci_fi",346024,Y,Y,B,,3,,Y,,,,,Rewatched theatrical cut - loved it.,5/25/1979,http://www.imdb.com/title/tt0078748/,,12/17/2013,405,265,
Alien vs. Predator,,0,,,,,,,Feature Film,Paul W. S. Anderson,35,5.5,21,29,109,2004,"action, adventure, sci-fi",109478,,,,,,,,,,,,,,,1/16/2014,,2980,,
Alien: Resurrection,8,80,8,8,8,8,8,BD 2010 20th,Feature Film,Jean-Pierre Jeunet,62,6.2,,,109,1997,"action, sci_fi, thriller",121009,,,recent,,3,,,,,,,,11/6/1997,http://www.imdb.com/title/tt0118583/,Tue May 29 12:00:00 2001,1/6/2014,1207,,
Alien³,5,58,7,7,5,4,6,BD 2010 20th,Feature Film,David Fincher,64,6.4,,,114,1992,"action, sci_fi, thriller",146337,,,recent,,,,,,,,,,5/22/1992,http://www.imdb.com/title/tt0103644/,Tue May 29 12:00:00 2001,1/6/2014,1206,,
Aliens,7,75,7,8,7,7,8,BD 2010 20th,Feature Film,James Cameron,85,8.5,,,137,1986,"action, adventure, sci_fi, thriller",312525,Y,Y,recent,,3,,,,,,,,7/18/1986,http://www.imdb.com/title/tt0090605/,,12/22/2013,317,288,
Aliens vs. Predator: Requiem,7,0,,,,,,,Feature Film,"The Brothers Strause, The Brothers Strause",47,4.7,,,94,2007,"action, horror, sci_fi, thriller",71425,,,,,,,,,,,,"Concord Mills AMC w/ Gpa and family. I hear that the first AvP was better, but I still enjoyed this one.

DATE: 2007-12-25",12/25/2007,http://www.imdb.com/title/tt0758730/,Tue Dec 25 11:00:00 2007,Wed Aug 10 16:04:04 2011,1583,,
All About Eve,,0,,,,,,BD 2011 Fox,Feature Film,Joseph L. Mankiewicz,92,8.4,100,n/a,138,1950,drama,54879,,Y,B,,3,,Y,,DVD,LFPL All? Az AzBlu,DV,,10/13/1950,http://www.imdb.com/title/tt0042192/,,,796,801,
All About My Mother,,0,,,,,,,Feature Film,Pedro AlmodÃ³var,78,7.8,,,101,1999,drama,51780,,Y,,,,,,,,,,,4/8/1999,http://www.imdb.com/title/tt0185125/,,,156,94,
All Is Lost,,0,,,,,,,Feature Film,J.C. Chandor,72,7.2,,,106,2013,"action, drama",420,,,,,,,,,,,,,5/22/2013,http://www.imdb.com/title/tt2017038/,Sun Aug  4 13:43:59 2013,Sun Aug  4 13:43:59 2013,2790,,
All Quiet on the Western Front,,0,,,,,,,Feature Film,Lewis Milestone,80,8,,,136,1930,"drama, war",36612,,Y,,,,,,,,,,,4/21/1930,http://www.imdb.com/title/tt0020629/,,,966,752,
All That Heaven Allows,,0,,,,,,,Feature Film,Douglas Sirk,76,7.6,,,89,1955,"drama, romance",5960,,Y,,,,,,,,,,,8/25/1955,http://www.imdb.com/title/tt0047811/,,,743,630,
All That I Have,,0,,,,,,,Feature Film,William F. Claxton,0,,,,55,1951,drama,0,,,,,,,,,,,,,1951-01,http://www.imdb.com/title/tt0043275/,Sun Nov  5 11:00:00 2000,Wed Aug 10 16:04:02 2011,2089,,
All That Jazz,,0,,,,,,,Feature Film,Bob Fosse,76,7.6,,,123,1979,"drama, fantasy, music, musical",13848,,Y,,,,,,,,,,,12/20/1979,http://www.imdb.com/title/tt0078754/,,,413,386,
All the President's Men,,0,,,,,,,Feature Film,Alan J. Pakula,80,8,,,138,1976,"drama, history, mystery, thriller",51658,,Y,,,,,,,,,,,4/4/1976,http://www.imdb.com/title/tt0074119/,,,444,318,
All Together,,0,,,,,,,Feature Film,StÃ©phane Robelin,64,6.4,,,96,2011,"comedy, drama",1295,,,,,,,,,,,,,8/13/2011,http://www.imdb.com/title/tt1674057/,Tue Jun  4 07:03:53 2013,Tue Jun  4 07:03:53 2013,2782,,
Almayer's Folly,,0,,,,,,,Feature Film,Chantal Akerman,60,6,,,127,2011,drama,188,,,,Y,,,,Belg.,,,,,,,,,1071,,
Almost Famous,7,0,,,,,,,Feature Film,Cameron Crowe,79,7.9,,,122,2000,"drama, music",158326,,,,,,,,,,,,,9/8/2000,http://www.imdb.com/title/tt0181875/,Sun Jun 10 12:00:00 2001,Wed Aug 10 16:04:03 2011,1212,,
Along Came Polly,7,0,,,,,,,Feature Film,John Hamburg,58,5.8,,,90,2004,"comedy, romance",83412,,,,,,,,,,,,"1 month anniversary treat.  Funny... but kind of weird - that's Ben Stiller for you!

DATE: 2004-01-31",1/12/2004,http://www.imdb.com/title/tt0343135/,Fri Oct 24 12:00:00 2003,Wed Aug 10 16:04:03 2011,1387,,
Alphaville,,0,,,,,,,Feature Film,Jean-Luc Godard,71,7.1,,,99,1965,"drama, mystery, sci_fi, thriller",11652,,Y,,,,,,,,,,,5/5/1965,http://www.imdb.com/title/tt0058898/,,,605,718,
Amadeus,,0,,,,,,,Feature Film,Milos Forman,90,8.4,96,n/a,160,1984,"biography, drama, music",175502,Y,Y,,,3,,,,Ne,,,,9/6/1984,http://www.imdb.com/title/tt0086879/,,,348,282,
Amarcord,8,0,,,,,,,Feature Film,Federico Fellini,78,7.8,,,123,1973,"comedy, drama",21133,,Y,,,,,,,,,,,12/13/1973,http://www.imdb.com/title/tt0071129/,,,85,311,
Amélie,8,0,,,,,,,Feature Film,Jean-Pierre Jeunet,84,8.4,,,122,2001,"comedy, romance",351008,Y,,,,2,,,,,,,,4/25/2001,http://www.imdb.com/title/tt0211915/,Sat Oct 19 12:00:00 2002,Wed Aug 10 16:04:03 2011,1342,,
American Beauty,?,0,,,,,,,Feature Film,Sam Mendes,85,8.5,,,122,1999,drama,534977,Y,Y,C,,3,,,,,,,,9/8/1999,http://www.imdb.com/title/tt0169547/,,,154,40,
American Dreams,9,0,,,,,,,TV Series,"Daniel Attias, Tucker Gates",69,6.9,,,60,2002,"drama, music",2077,,,,,,,,,,,,,9/29/2002,http://www.imdb.com/title/tt0319930/,Wed Mar  1 11:00:00 2006,Wed Aug 10 16:04:03 2011,1518,,
American Graffiti,?,0,,,,,,,Feature Film,George Lucas,75,7.5,,,110,1973,"comedy, drama",48051,,Y,,,,,,,,,,,8/1/1973,http://www.imdb.com/title/tt0069704/,,,483,364,
American History X,8,0,,,,,,,Feature Film,Tony Kaye,86,8.6,,,119,1998,"crime, drama",495672,Y,,,,2,,,,,,,,10/30/1998,http://www.imdb.com/title/tt0120586/,Sat Aug 12 12:00:00 2000,Wed Aug 10 16:04:03 2011,1153,,
American Hustle,,0,,,,,,,Feature Film,David O. Russell,74,7.4,,,,2013,drama,87,,,,,,,,,,,,,12/13/2013,http://www.imdb.com/title/tt1800241/,Sat Aug 10 11:22:12 2013,Sat Aug 10 11:22:12 2013,2791,,
American Masters: Jeff Bridges: The Dude Abides,9,0,,,,,,,TV Episode,Gail Levin,75,7.5,,,,1985,"documentary, biography, history, music, romance",30,,,,Y,,,,,,,,,1/12/2011,http://www.imdb.com/title/tt1814630/,Sat Jan 15 11:00:00 2011,Wed Aug 10 16:04:04 2011,1828,,
American Masters: Ralph Ellison: An American Journey,,0,,,,,,,TV Episode,"Avon Kirkland, Elise Robertson",71,7.1,,,87,1985,"documentary, biography, history, music, romance",28,,,,Y,,,,,,,,,2002-01,http://www.imdb.com/title/tt0303384/,Tue Mar  5 11:00:00 2002,Wed Aug 10 16:04:03 2011,2226,,
American Masters: Sketches of Frank Gehry,,0,,,,,,,TV Episode,Sydney Pollack,69,6.9,,,83,1985,"documentary, biography, history, music, romance",1237,,,,,,,,,,,,,9/10/2005,http://www.imdb.com/title/tt0446784/,Thu May 11 12:00:00 2006,Wed Aug 10 16:04:03 2011,2488,,
American Masters: The Doors: When You're Strange,7,0,,,,,,,TV Episode,Tom DiCillo,76,7.6,,,86,1985,"documentary, biography, history, music, romance",5102,,,,,,,,,,,,,1/17/2009,http://www.imdb.com/title/tt1333667/,Wed May 12 12:00:00 2010,Wed Aug 10 16:04:04 2011,1788,,
American Masters: Tony Bennett: The Music Never Ends,,0,,,,,,,TV Episode,Bruce Ricker,73,7.3,,,87,1985,"documentary, biography, history, music, romance",49,,,,,,,,,,,,,9/12/2007,http://www.imdb.com/title/tt0963803/,Sun Sep  8 11:14:22 2013,Sun Sep  8 11:14:22 2013,2797,,
American Psycho,,0,,,,,,,Feature Film,Mary Harron,69,7.6,67,64,102,2000,"crime, drama",229685,,,C,Y,,,,,Ne,,,,36546,http://www.imdb.com/title/tt0144084/,,,1106,,
American Splendor,7,0,,,,,,,Feature Film,"Shari Springer Berman, Robert Pulcini",75,7.5,,,101,2003,"biography, comedy, drama",35897,,,,Y,,,,,,,,"Rented and watched with Nick and Grandpa in Charlotte.

DATE: 2007-12-24",1/20/2003,http://www.imdb.com/title/tt0305206/,Wed Jan  2 11:00:00 2008,Wed Aug 10 16:04:04 2011,1584,,
America's Funniest Home Videos,9,0,,,,,,,TV Series,"Erik Fleming, Neil Gordon",58,5.8,,,30,1989,"comedy, family, reality_tv",2458,,,,,,,,,,,,,11/26/1989,http://www.imdb.com/title/tt0098740/,Tue Feb  1 11:00:00 2011,Wed Aug 10 16:04:04 2011,1833,,
Amistad,9,0,,,,,,,Feature Film,Steven Spielberg,71,7.1,,,155,1997,"drama, history, mystery",43185,,,,,,,,,,,,,12/4/1997,http://www.imdb.com/title/tt0118607/,Mon Aug  7 12:00:00 2000,Wed Aug 10 16:04:03 2011,1157,,
Amores Perros,,0,,,,,,,Feature Film,Alejandro GonzÃ¡lez IÃ±Ã¡rritu,81,8.1,,,154,2000,"drama, thriller",116091,,Y,,,,,,,,,,,5/14/2000,http://www.imdb.com/title/tt0245712/,,,150,46,
Amour,10,97,10,9,9,10,10,,Feature Film,Michael Haneke,88.3333333333333,7.8,93,94,127,2012,"drama, romance",42037,,Y,,,3,,,,,,,1001 2013 added.,5/20/2012,http://www.imdb.com/title/tt1602620/,Tue Feb 26 18:29:17 2013,Tue Feb 26 18:29:17 2013,1985,,
Amreeka,9,0,,,,,,,Feature Film,Cherien Dabis,69,6.9,,,96,2009,drama,2570,,,,Y,,,,Pales.,,,,,1/17/2009,http://www.imdb.com/title/tt1190858/,Sat Jul 27 20:32:39 2013,Sat Jul 27 20:32:39 2013,2059,,
An Actor's Revenge,,0,,,,,,,Feature Film,Kon Ichikawa,75,7.5,,,113,1963,drama,952,,Y,,,,,,,,,,,1/13/1963,http://www.imdb.com/title/tt0057710/,,,631,653,
An Affair to Remember,,0,,,,,,,Feature Film,Leo McCarey,74,7.4,,,119,1957,"drama, romance",15829,,Y,F,,,,,,,,,,7/2/1957,http://www.imdb.com/title/tt0050105/,,,713,697,
An American in Paris,,0,,,,,,,Feature Film,Vincente Minnelli,72,7.2,,,113,1951,"musical, romance",15068,,Y,F,,,,,,,,,,8/26/1951,http://www.imdb.com/title/tt0043278/,,,794,983,
An American Werewolf in London,,0,,,,,,,Feature Film,John Landis,75.3333333333333,7.5,91,60,97,1981,horror,43337,,Y,,,,,,,Ne,,,,8/21/1981,http://www.imdb.com/title/tt0082010/,,,387,392,
An Autumn Afternoon,,0,,,,,,,Feature Film,YasujirÃ´ Ozu,85,7.9,91,n/a,112,1962,drama,2697,,Y,B,,,,,,,,,,11/18/1962,http://www.imdb.com/title/tt0056444/,,,639,528,
An Education,8,0,,,,,,,Feature Film,Lone Scherfig,73,7.3,,,100,2009,drama,82743,,,,Y,,,,Dan.,,AzBlu LFPL,DVD,,1/18/2009,http://www.imdb.com/title/tt1174732/,Sat Mar 13 11:00:00 2010,Wed Aug 10 16:04:04 2011,1013,,
An Inconvenient Truth,10,0,,,,,,,Documentary,Davis Guggenheim,75,7.5,,,100,2006,documentary,53711,,,,,,,,,,,,,1/24/2006,http://www.imdb.com/title/tt0497116/,Tue Jun  6 12:00:00 2006,Wed Aug 10 16:04:03 2011,1532,,
Anatomy of a Murder,,0,,,,,,,Feature Film,Otto Preminger,81,8.1,,,160,1959,"crime, drama, mystery",30543,,Y,,,,,,,,,,,7/1/1959,http://www.imdb.com/title/tt0052561/,,,682,518,
Andrei Rublev,,0,,,,,,,Feature Film,Andrei Tarkovsky,81,8.1,,,205,1966,"biography, drama, history",16752,,Y,,,,,,,,,,,1966-12,http://www.imdb.com/title/tt0060107/,,,582,241,
Androcles and the Lion,,0,,,,,,,Feature Film,Chester Erskine,62,6.2,,,98,1952,comedy,406,,,,,,,,,,,,,1952-12,http://www.imdb.com/title/tt0044355/,Sun Nov  5 11:00:00 2000,Wed Aug 10 16:04:02 2011,2088,,
Angel Face,,0,,,,,,,Feature Film,Otto Preminger,73,7.3,,,91,1952,"drama, film_noir, crime",3355,,Y,F,,,,,,,,,,12/11/1952,http://www.imdb.com/title/tt0044357/,,,784,984,
Angela's Ashes,7,0,,,,,,,Feature Film,Alan Parker,71,7.1,,,145,1999,drama,14168,,,,,,,,,,,,,12/25/1999,http://www.imdb.com/title/tt0145653/,Mon Jun 18 12:00:00 2001,Wed Aug 10 16:04:03 2011,1214,,
Angels in America,,0,,,,,,,Mini-Series,,80,8,,,352,2003,"drama, fantasy",18662,,,,,,,,,,,,,12/7/2003,http://www.imdb.com/title/tt0318997/,Mon Dec  6 11:00:00 2004,Wed Aug 10 16:04:03 2011,2453,,
Angels with Dirty Faces,,0,,,,,,,Feature Film,Michael Curtiz,79,7.9,,,97,1938,"crime, drama, thriller",12058,,Y,,,,,,,,,,,11/26/1938,http://www.imdb.com/title/tt0029870/,,,905,845,
Anger Management,9,0,,,,,,,Feature Film,Peter Segal,61,6.1,,,106,2003,comedy,133228,,,,,,,,,,,,,3/5/2003,http://www.imdb.com/title/tt0305224/,Mon Apr 21 12:00:00 2003,Wed Aug 10 16:04:03 2011,1365,,
Animal Farm,,0,,,,,,DV 2004 Home Vision,Feature Film,"Joy Batchelor, John Halas",67,7.1,63,n/a,72,1954,"animation, comedy, drama",6543,,Y,B,Y,,,,,H DVD,Vu Xfinity,,,12/29/1954,http://www.imdb.com/title/tt0047834/,,,758,687,
Animal Kingdom,,0,,,,,,,Feature Film,David MichÃ´d,73,7.3,,,113,2010,"crime, drama, thriller",33254,,,,,,,,,,,,,1/22/2010,http://www.imdb.com/title/tt1313092/,Fri Mar 11 11:00:00 2011,Wed Aug 10 16:04:04 2011,2662,,
Anna and the King,8,0,,,,,,,Feature Film,Andy Tennant,65,6.5,,,148,1999,"comedy, drama, history, romance",25872,,,,,,,,,,,,,12/6/1999,http://www.imdb.com/title/tt0166485/,Sat Feb 24 11:00:00 2001,Wed Aug 10 16:04:03 2011,1174,,
Annie Hall,7,0,,,,,,,Feature Film,Woody Allen,90,8.2,98,n/a,93,1977,"comedy, romance",121454,,Y,C,,3,,,,,,,,4/20/1977,http://www.imdb.com/title/tt0075686/,Mon Mar 25 11:00:00 2002,Wed Aug 10 16:04:03 2011,112,262,
Antichrist,9,0,,,,,,,Feature Film,Lars von Trier,65,6.5,,,108,2009,drama,57533,,,,,,,Y,,,,,,5/18/2009,http://www.imdb.com/title/tt0870984/,Sun Jul 21 19:12:45 2013,Sun Jul 21 19:12:45 2013,2055,,
Antonia's Line,,0,,,,,,,Feature Film,Marleen Gorris,68,7.2,64,n/a,102,1995,"comedy, drama",5581,,,,Y,,,,Neth.,,,DVD,,,,,,1055,,12
Antonio GaudÃ­,,0,,,,,,,Documentary,Hiroshi Teshigahara,73,7.3,,,72,1985,documentary,705,,,,,,,,,,,,,9/7/1985,http://www.imdb.com/title/tt0086907/,Thu Aug 16 12:00:00 2001,Wed Aug 10 16:04:02 2011,2166,,
Antwone Fisher,9,0,,,,,,,Feature Film,Denzel Washington,71,7.1,,,120,2002,"biography, drama, romance",20994,,,,,,,,,,,,,9/12/2002,http://www.imdb.com/title/tt0168786/,Sat Jan 18 11:00:00 2003,Wed Aug 10 16:04:03 2011,1355,,
Anvil: The Story of Anvil,,0,,,,,,,Documentary,Sacha Gervasi,79,7.9,,,80,2008,"documentary, biography, music",10343,,Y,B,,,,,,Ne,,,,1/18/2008,http://www.imdb.com/title/tt1157605/,,,135,224,
Any Day Now,,0,,,,,,,Feature Film,Travis Fine,67,6.7,,,98,2012,drama,1855,,,,,,,,,,,,,4/20/2012,http://www.imdb.com/title/tt2066176/,Thu Aug 15 19:50:31 2013,Thu Aug 15 19:50:31 2013,2792,,
Any Given Sunday,,0,,,,,,,Feature Film,Oliver Stone,56.3333333333333,6.7,50,52,150,1999,"drama, sport",80928,,,,,,,,,,,,,12/16/1999,http://www.imdb.com/title/tt0146838/,Fri Sep 19 12:00:00 2003,Wed Aug 10 16:04:03 2011,2372,,
Anywhere But Here,,0,,,,,,,Feature Film,Wayne Wang,60,6,,,114,1999,"comedy, drama",12514,,,,,,,,,,,,,9/17/1999,http://www.imdb.com/title/tt0149691/,Mon Nov 17 11:00:00 2003,Wed Aug 10 16:04:03 2011,1393,,
Aparajito,,0,,,,,,,Feature Film,Satyajit Ray,86,7.9,93,,110,1956,drama,4477,,Y,,,,,,India,,,,Apu II,1956,http://www.imdb.com/title/tt0048956/,,,722,564,
Apocalypse Now,?,0,,,,,,,Feature Film,Francis Coppola,86,8.6,,,153,1979,"drama, war",297703,Y,Y,,,0,,,,Ne,,,,5/10/1979,http://www.imdb.com/title/tt0078788/,,,407,267,
Apocalypse: Caught in the Eye of the Storm,,0,,,,,,,Video,Peter Gerretsen,42,4.2,,,94,1998,"drama, thriller",354,,,,,,,,,,,,,1998,http://www.imdb.com/title/tt0149695/,Sun May  6 12:00:00 2001,Wed Aug 10 16:04:02 2011,2133,,
Apocalypto,,0,,,,,,,Feature Film,Mel Gibson,77,7.7,,,139,2006,"action, adventure, drama, thriller",182556,,,,,,,,,,,,,12/8/2006,http://www.imdb.com/title/tt0472043/,Fri Nov  4 11:00:00 2005,Wed Aug 10 16:04:03 2011,2478,,
Apollo 13,,0,,,,,,,Feature Film,Ron Howard,75,7.5,,,140,1995,"adventure, drama, history",155871,,,,,,,,,,,,,6/22/1995,http://www.imdb.com/title/tt0112384/,Wed Dec  5 15:46:31 2012,Wed Dec  5 15:46:31 2012,1950,,
Appaloosa,,0,,,,,,,Feature Film,Ed Harris,67,6.7,,,115,2008,"crime, drama, western",41481,,,,,,,,,,,,,9/5/2008,http://www.imdb.com/title/tt0800308/,Tue Oct 28 12:00:00 2008,Wed Aug 10 16:04:03 2011,2514,,
Araya,,0,,,,,,DV 2011 Milestone,Documentary,Margot Benacerraf,77,7.1,87,73,90,1959,documentary,209,,,A,Y,,,,Venezualan,DVD,LFPL Cres./Highl. Her only feature.,DVD,Salt mine.,,,,,1040,,2
Archangel,,0,,,,,,,Feature Film,Guy Maddin,66,6.6,,,90,1991,"comedy, romance, war",699,,Y,,,,,,,,,,,4/1/1991,http://www.imdb.com/title/tt0099053/,,,249,177,
Argo,10,0,,,,,,,Feature Film,Ben Affleck,79,7.9,,,120,2012,"biography, drama, history, thriller",256093,,Y,,,3,,,,,,,1001 2013,8/31/2012,http://www.imdb.com/title/tt1024648/,Sat Oct 13 12:58:31 2012,Sat Oct 13 12:58:31 2012,1947,,
