"position","const","created","modified","description","Title","Title type","Directors","IMDb Rating","Runtime (mins)","Year","Genres","Num. Votes","Release Date (month/day/year)","URL"
"118","tt0120667","Mon Nov  7 02:27:27 2011","Mon Nov  7 02:27:27 2011","","Fantastic Four","Feature Film","Tim Story","5.7","106","2005","action, adventure, sci_fi","237914","2005-06-29","http://www.imdb.com/title/tt0120667/"
"119","tt0486576","Mon Nov  7 02:27:38 2011","Mon Nov  7 02:27:38 2011","","Fantastic 4: Rise of the Silver Surfer","Feature Film","Tim Story","5.6","92","2007","action, adventure, fantasy, sci_fi, thriller","188974","2007-06-12","http://www.imdb.com/title/tt0486576/"
"120","tt0286716","Mon Nov  7 02:27:49 2011","Mon Nov  7 02:27:49 2011","","Hulk","Feature Film","Ang Lee","5.7","138","2003","action, sci_fi","189119","2003-06-17","http://www.imdb.com/title/tt0286716/"
"121","tt0800080","Mon Nov  7 02:28:15 2011","Mon Nov  7 02:28:15 2011","","The Incredible Hulk","Feature Film","Louis Leterrier","6.9","112","2008","action, adventure, sci_fi","286758","2008-06-06","http://www.imdb.com/title/tt0800080/"
"122","tt0078346","Mon Nov  7 03:15:14 2011","Mon Nov  7 03:15:14 2011","","Superman","Feature Film","Richard Donner","7.3","143","1978","action, drama, sci_fi","111867","1978-12-10","http://www.imdb.com/title/tt0078346/"
"123","tt0081573","Mon Nov  7 03:15:28 2011","Mon Nov  7 03:15:28 2011","","Superman II","Feature Film","Richard Lester","6.8","127","1980","action, romance, sci_fi","65747","1980-12-04","http://www.imdb.com/title/tt0081573/"
"124","tt0086393","Mon Nov  7 03:15:34 2011","Mon Nov  7 03:15:34 2011","","Superman III","Feature Film","Richard Lester","4.9","125","1983","action, comedy, sci_fi","43125","1983-06-16","http://www.imdb.com/title/tt0086393/"
"125","tt0094074","Mon Nov  7 03:15:42 2011","Mon Nov  7 03:15:42 2011","","Superman IV: The Quest for Peace","Feature Film","Sidney J. Furie","3.6","134","1987","action, adventure, family, fantasy, sci_fi","30277","1987-07-23","http://www.imdb.com/title/tt0094074/"
"126","tt0139134","Mon Nov  7 03:21:11 2011","Mon Nov  7 03:21:11 2011","","Cruel Intentions","Feature Film","Roger Kumble","6.9","97","1999","drama, romance","136704","1999-03-05","http://www.imdb.com/title/tt0139134/"
"127","tt0196267","Mon Nov  7 03:21:19 2011","Mon Nov  7 03:21:19 2011","","Cruel Intentions 2","Video","Roger Kumble","4.3","87","2000","drama","11667","2000-11-09","http://www.imdb.com/title/tt0196267/"
"128","tt0391891","Mon Nov  7 03:21:24 2011","Mon Nov  7 03:21:24 2011","","Cruel Intentions 3","Video","Scott Ziehl","4.8","85","2004","drama","6022","2004-05-25","http://www.imdb.com/title/tt0391891/"
"129","tt0120890","Mon Nov  7 03:22:37 2011","Mon Nov  7 03:22:37 2011","","Wild Things","Feature Film","John McNaughton","6.5","108","1998","crime, drama, mystery, thriller","84022","1998-03-20","http://www.imdb.com/title/tt0120890/"
"130","tt0365270","Mon Nov  7 03:22:44 2011","Mon Nov  7 03:22:44 2011","","Wild Things 2","Video","Jack Perez","4.5","95","2004","crime, drama, mystery, thriller","4976","2004-02-23","http://www.imdb.com/title/tt0365270/"
"131","tt0448179","Mon Nov  7 03:23:05 2011","Mon Nov  7 03:23:05 2011","","Wild Things: Diamonds in the Rough","Feature Film","Jay Lowi","4.5","87","2005","crime, drama, mystery, thriller","3540","2005-02-19","http://www.imdb.com/title/tt0448179/"
"132","tt1523372","Mon Nov  7 03:23:10 2011","Mon Nov  7 03:23:10 2011","","Wild Things: Foursome","Video","Andy Hurst","4.6","92","2010","crime, drama, mystery, thriller","1940","2010-06-01","http://www.imdb.com/title/tt1523372/"
"133","tt0146336","Mon Nov  7 03:26:35 2011","Mon Nov  7 03:26:35 2011","","Urban Legend","Feature Film","Jamie Blanks","5.4","99","1998","horror, mystery, thriller","44008","1998-09-25","http://www.imdb.com/title/tt0146336/"
"134","tt0192731","Mon Nov  7 03:26:46 2011","Mon Nov  7 03:26:46 2011","","Urban Legends: Final Cut","Feature Film","John Ottman","4.0","97","2000","horror, mystery, thriller","12240","2000-09-19","http://www.imdb.com/title/tt0192731/"
"135","tt0451957","Mon Nov  7 03:27:03 2011","Mon Nov  7 03:27:03 2011","","Urban Legends: Bloody Mary","Video","Mary Lambert","4.3","93","2005","horror, thriller","5537","2005-07-19","http://www.imdb.com/title/tt0451957/"
"136","tt0330793","Mon Nov  7 02:29:02 2011","Mon Nov  7 02:29:02 2011","","The Punisher","Feature Film","Jonathan Hensleigh","6.5","124","2004","action, crime, drama, thriller","111451","2004-04-15","http://www.imdb.com/title/tt0330793/"
"137","tt0450314","Mon Nov  7 02:29:08 2011","Mon Nov  7 02:29:08 2011","","Punisher: War Zone","Feature Film","Lexi Alexander","6.0","103","2008","action, crime, drama, thriller","43370","2008-12-04","http://www.imdb.com/title/tt0450314/"
"138","tt0096895","Mon Nov  7 02:29:57 2011","Mon Nov  7 02:29:57 2011","","Batman","Feature Film","Tim Burton","7.6","126","1989","action, adventure","238656","1989-06-19","http://www.imdb.com/title/tt0096895/"
"139","tt0103776","Mon Nov  7 02:30:09 2011","Mon Nov  7 02:30:09 2011","","Batman Returns","Feature Film","Tim Burton","7.0","126","1992","action","189649","1992-06-16","http://www.imdb.com/title/tt0103776/"
"140","tt0112462","Mon Nov  7 02:30:23 2011","Mon Nov  7 02:30:23 2011","","Batman Forever","Feature Film","Joel Schumacher","5.4","121","1995","action, adventure, fantasy","170286","1995-06-09","http://www.imdb.com/title/tt0112462/"
"141","tt0118688","Mon Nov  7 02:30:30 2011","Mon Nov  7 02:30:30 2011","","Batman & Robin","Feature Film","Joel Schumacher","3.6","125","1997","action","170109","1997-06-12","http://www.imdb.com/title/tt0118688/"
"142","tt0372784","Mon Nov  7 02:31:15 2011","Mon Nov  7 02:31:15 2011","","Batman Begins","Feature Film","Christopher Nolan","8.3","140","2005","action, adventure","813345","2005-06-10","http://www.imdb.com/title/tt0372784/"
"143","tt0468569","Mon Nov  7 02:31:20 2011","Mon Nov  7 02:31:20 2011","","The Dark Knight","Feature Film","Christopher Nolan","9.0","152","2008","action, crime, drama","1415436","2008-07-14","http://www.imdb.com/title/tt0468569/"
"144","tt1345836","Mon Nov  7 02:31:30 2011","Mon Nov  7 02:31:30 2011","","The Dark Knight Rises","Feature Film","Christopher Nolan","8.5","165","2012","action, thriller","954809","2012-07-16","http://www.imdb.com/title/tt1345836/"
"145","tt0167190","Mon Nov  7 02:33:05 2011","Mon Nov  7 02:33:05 2011","","Hellboy","Feature Film","Guillermo del Toro","6.8","122","2004","action, fantasy, sci_fi","220077","2004-03-30","http://www.imdb.com/title/tt0167190/"
"146","tt0411477","Mon Nov  7 02:33:17 2011","Mon Nov  7 02:33:17 2011","","Hellboy II: The Golden Army","Feature Film","Guillermo del Toro","7.0","120","2008","action, adventure, fantasy, sci_fi","189992","2008-06-28","http://www.imdb.com/title/tt0411477/"
"147","tt0120611","Mon Nov  7 02:34:08 2011","Mon Nov  7 02:34:08 2011","","Blade","Feature Film","Stephen Norrington","7.1","120","1998","action, horror","168265","1998-08-19","http://www.imdb.com/title/tt0120611/"
"148","tt0187738","Mon Nov  7 02:34:15 2011","Mon Nov  7 02:34:15 2011","","Blade II","Feature Film","Guillermo del Toro","6.7","117","2002","action, horror, sci_fi, thriller","138928","2002-03-21","http://www.imdb.com/title/tt0187738/"
"149","tt0359013","Mon Nov  7 02:34:20 2011","Mon Nov  7 02:34:20 2011","","Blade: Trinity","Feature Film","David S. Goyer","5.9","113","2004","action, adventure, fantasy, horror, sci_fi, thriller","116583","2004-12-07","http://www.imdb.com/title/tt0359013/"
"150","tt0348150","Mon Nov  7 03:38:46 2011","Mon Nov  7 03:38:46 2011","","Superman Returns","Feature Film","Bryan Singer","6.1","154","2006","action, adventure, fantasy, sci_fi","223780","2006-06-21","http://www.imdb.com/title/tt0348150/"
"151","tt0770828","Mon Nov  7 03:39:06 2011","Mon Nov  7 03:39:06 2011","","Man of Steel","Feature Film","Zack Snyder","7.2","143","2013","action, adventure, fantasy, sci_fi","460077","2013-06-10","http://www.imdb.com/title/tt0770828/"
"152","tt0287978","Mon Nov  7 03:41:30 2011","Mon Nov  7 03:41:30 2011","","Daredevil","Feature Film","Mark Steven Johnson","5.3","103","2003","action, crime, fantasy, sci_fi, thriller","156393","2003-02-09","http://www.imdb.com/title/tt0287978/"
"153","tt0357277","Mon Nov  7 03:41:39 2011","Mon Nov  7 03:41:39 2011","","Elektra","Feature Film","Rob Bowman","4.8","97","2005","action, crime, fantasy, thriller","63799","2005-01-08","http://www.imdb.com/title/tt0357277/"
"154","tt0109506","Mon Nov  7 03:42:36 2011","Mon Nov  7 03:42:36 2011","","The Crow","Feature Film","Alex Proyas","7.6","102","1994","action, fantasy","124016","1994-05-11","http://www.imdb.com/title/tt0109506/"
"155","tt0115986","Mon Nov  7 03:42:52 2011","Mon Nov  7 03:42:52 2011","","The Crow: City of Angels","Feature Film","Tim Pope","4.5","84","1996","action, fantasy, thriller, crime","14254","1996-08-30","http://www.imdb.com/title/tt0115986/"
"156","tt0132910","Mon Nov  7 03:43:06 2011","Mon Nov  7 03:43:06 2011","","The Crow: Salvation","Feature Film","Bharat Nalluri","5.0","102","2000","action, crime, fantasy, mystery, thriller","8031","2000-01-23","http://www.imdb.com/title/tt0132910/"
"157","tt0353324","Mon Nov  7 03:43:10 2011","Mon Nov  7 03:43:10 2011","","The Crow: Wicked Prayer","Feature Film","Lance Mungia","3.0","99","2005","action, adventure, comedy, fantasy, thriller","6499","2005-06-03","http://www.imdb.com/title/tt0353324/"
"158","tt1340094","Mon Nov  7 03:43:54 2011","Mon Nov  7 03:43:54 2011","","The Crow","Feature Film","Corin Hardy","","","2016","action, crime, fantasy, romance, thriller","","2016","http://www.imdb.com/title/tt1340094/"
"159","tt0119654","Mon Nov  7 03:44:04 2011","Mon Nov  7 03:44:04 2011","","Men in Black","Feature Film","Barry Sonnenfeld","7.2","98","1997","comedy, sci_fi","349040","1997-07-02","http://www.imdb.com/title/tt0119654/"
"160","tt0120912","Mon Nov  7 03:44:11 2011","Mon Nov  7 03:44:11 2011","","Men in Black II","Feature Film","Barry Sonnenfeld","6.0","88","2002","action, comedy, fantasy, sci_fi","230011","2002-07-03","http://www.imdb.com/title/tt0120912/"
"161","tt1409024","Mon Nov  7 03:44:20 2011","Mon Nov  7 03:44:20 2011","","Men in Black 3","Feature Film","Barry Sonnenfeld","6.9","106","2012","action, comedy, sci_fi","231192","2012-05-14","http://www.imdb.com/title/tt1409024/"
"162","tt0120804","Mon Nov  7 03:44:50 2011","Mon Nov  7 03:44:50 2011","","Resident Evil","Feature Film","Paul W.S. Anderson","6.7","100","2002","action, horror, sci_fi","180167","2002-03-12","http://www.imdb.com/title/tt0120804/"
"163","tt0318627","Mon Nov  7 03:44:55 2011","Mon Nov  7 03:44:55 2011","","Resident Evil: Apocalypse","Feature Film","Alexander Witt","6.2","94","2004","action, horror, sci_fi, thriller","137513","2004-09-10","http://www.imdb.com/title/tt0318627/"
"164","tt0432021","Mon Nov  7 03:45:13 2011","Mon Nov  7 03:45:13 2011","","Resident Evil: Extinction","Feature Film","Russell Mulcahy","6.3","94","2007","action, horror, sci_fi, thriller","136030","2007-09-20","http://www.imdb.com/title/tt0432021/"
"165","tt1220634","Mon Nov  7 03:45:26 2011","Mon Nov  7 03:45:26 2011","","Resident Evil: Afterlife","Feature Film","Paul W.S. Anderson","5.9","97","2010","action, adventure, horror, sci_fi","119025","2010-09-02","http://www.imdb.com/title/tt1220634/"
"166","tt1855325","Mon Nov  7 03:45:46 2011","Mon Nov  7 03:45:46 2011","","Resident Evil: Retribution","Feature Film","Paul W.S. Anderson","5.3","96","2012","action, horror, sci_fi, thriller","93183","2012-09-03","http://www.imdb.com/title/tt1855325/"
"167","tt0116367","Mon Nov  7 13:36:02 2011","Mon Nov  7 13:36:02 2011","","From Dusk Till Dawn","Feature Film","Robert Rodriguez","7.3","108","1996","action, crime, horror, thriller","190961","1996-01-19","http://www.imdb.com/title/tt0116367/"
"168","tt0120860","Mon Nov  7 13:36:08 2011","Mon Nov  7 13:36:08 2011","","From Dusk Till Dawn 2: Texas Blood Money","Video","Scott Spiegel","4.0","88","1999","action, crime, horror, thriller","12012","1999-03-16","http://www.imdb.com/title/tt0120860/"
"169","tt0120695","Mon Nov  7 13:36:19 2011","Mon Nov  7 13:36:19 2011","","From Dusk Till Dawn 3: The Hangman's Daughter","Video","P.J. Pesce","4.8","94","1999","horror, thriller, western","8484","1999-10-31","http://www.imdb.com/title/tt0120695/"
"170","tt0227538","Mon Nov  7 13:37:02 2011","Mon Nov  7 13:37:02 2011","","Spy Kids","Feature Film","Robert Rodriguez","5.4","88","2001","action, adventure, comedy, family, sci_fi","74371","2001-03-18","http://www.imdb.com/title/tt0227538/"
"171","tt0287717","Mon Nov  7 13:37:10 2011","Mon Nov  7 13:37:10 2011","","Spy Kids 2: Island of Lost Dreams","Feature Film","Robert Rodriguez","5.1","100","2002","action, adventure, comedy, family, sci_fi","39089","2002-08-07","http://www.imdb.com/title/tt0287717/"
"172","tt0338459","Mon Nov  7 13:37:23 2011","Mon Nov  7 13:37:23 2011","","Spy Kids 3-D: Game Over","Feature Film","Robert Rodriguez","4.1","84","2003","action, adventure, comedy, family, sci_fi","34850","2003-07-13","http://www.imdb.com/title/tt0338459/"
"173","tt1517489","Mon Nov  7 13:37:42 2011","Mon Nov  7 13:37:42 2011","","Spy Kids: All the Time in the World in 4D","Feature Film","Robert Rodriguez","3.6","89","2011","action, adventure, comedy, family, sci_fi","13450","2011-08-18","http://www.imdb.com/title/tt1517489/"
"174","tt0119345","Mon Nov  7 13:44:14 2011","Mon Nov  7 13:44:14 2011","","I Know What You Did Last Summer","Feature Film","Jim Gillespie","5.6","100","1997","horror, mystery, thriller","95087","1997-10-17","http://www.imdb.com/title/tt0119345/"
"175","tt0130018","Mon Nov  7 13:44:19 2011","Mon Nov  7 13:44:19 2011","","I Still Know What You Did Last Summer","Feature Film","Danny Cannon","4.5","100","1998","horror, mystery, thriller","50368","1998-11-13","http://www.imdb.com/title/tt0130018/"
"176","tt0356634","Mon Nov  7 13:45:38 2011","Mon Nov  7 13:45:38 2011","","Garfield","Feature Film","Pete Hewitt","4.9","80","2004","animation, comedy, family, fantasy","50712","2004-06-06","http://www.imdb.com/title/tt0356634/"
"177","tt0455499","Mon Nov  7 13:45:44 2011","Mon Nov  7 13:45:44 2011","","Garfield: A Tail of Two Kitties","Feature Film","Tim Hill","5.0","78","2006","animation, comedy, family, fantasy","23162","2006-06-15","http://www.imdb.com/title/tt0455499/"
"178","tt0371746","Mon Nov  7 23:37:47 2011","Mon Nov  7 23:37:47 2011","","Iron Man","Feature Film","Jon Favreau","7.9","126","2008","action, adventure, sci_fi","583087","2008-04-14","http://www.imdb.com/title/tt0371746/"
"179","tt1228705","Mon Nov  7 23:37:53 2011","Mon Nov  7 23:37:53 2011","","Iron Man 2","Feature Film","Jon Favreau","7.1","124","2010","action, adventure, sci_fi","431433","2010-04-26","http://www.imdb.com/title/tt1228705/"
"180","tt1300854","Mon Nov  7 23:38:03 2011","Mon Nov  7 23:38:03 2011","","Iron Man 3","Feature Film","Shane Black","7.3","130","2013","action, adventure, sci_fi","463044","2013-04-18","http://www.imdb.com/title/tt1300854/"
"181","tt0126029","Mon Nov  7 23:47:42 2011","Mon Nov  7 23:47:42 2011","","Shrek","Feature Film","Andrew Adamson, Vicky Jenson","7.9","90","2001","animation, adventure, comedy, family, fantasy","401726","2001-04-22","http://www.imdb.com/title/tt0126029/"
"182","tt0298148","Mon Nov  7 23:48:34 2011","Mon Nov  7 23:48:34 2011","","Shrek 2","Feature Film","Andrew Adamson, Kelly Asbury","7.2","93","2004","animation, adventure, comedy, family, fantasy","268827","2004-05-15","http://www.imdb.com/title/tt0298148/"
"183","tt0413267","Mon Nov  7 23:50:30 2011","Mon Nov  7 23:50:30 2011","","Shrek the Third","Feature Film","Chris Miller, Raman Hui","6.1","93","2007","animation, adventure, comedy, family, fantasy","182138","2007-05-06","http://www.imdb.com/title/tt0413267/"
"184","tt0892791","Mon Nov  7 23:50:47 2011","Mon Nov  7 23:50:47 2011","","Shrek Forever After","Feature Film","Mike Mitchell","6.4","93","2010","animation, adventure, comedy, family, fantasy","119303","2010-04-21","http://www.imdb.com/title/tt0892791/"
"185","tt0823671","Tue Nov  8 00:10:29 2011","Tue Nov  8 00:10:29 2011","","Tinker Bell","Video","Bradley Raymond","6.9","78","2008","animation, adventure, family, fantasy","7361","2008-09-11","http://www.imdb.com/title/tt0823671/"
"186","tt1216516","Tue Nov  8 00:11:17 2011","Tue Nov  8 00:11:17 2011","","Tinker Bell and the Lost Treasure","Feature Film","Klay Hall","6.7","81","2009","animation, adventure, family, fantasy","6344","2009-09-03","http://www.imdb.com/title/tt1216516/"
"187","tt1216515","Tue Nov  8 00:11:41 2011","Tue Nov  8 00:11:41 2011","","Tinker Bell and the Great Fairy Rescue","Video","Bradley Raymond","7.0","76","2010","animation, adventure, family, fantasy","4315","2010-07-23","http://www.imdb.com/title/tt1216515/"
"188","tt1450334","Tue Nov  8 00:13:41 2011","Tue Nov  8 00:13:41 2011","","Pixie Hollow Games","Short Film","Bradley Raymond","7.4","21","2011","animation, family","652","2011-11-19","http://www.imdb.com/title/tt1450334/"
"189","tt1217213","Tue Nov  8 00:14:18 2011","Tue Nov  8 00:14:18 2011","","Secret of the Wings","Feature Film","Bobs Gannaway, Peggy Holmes","7.2","75","2012","animation, family, fantasy","6605","2012-08-16","http://www.imdb.com/title/tt1217213/"
"190","tt0116607","Tue Nov  8 00:57:50 2011","Tue Nov  8 00:57:50 2011","","If These Walls Could Talk","TV Movie","Cher, Nancy Savoca","7.1","97","1996","drama, thriller","2969","1996-09-11","http://www.imdb.com/title/tt0116607/"
"191","tt0206036","Tue Nov  8 00:58:08 2011","Tue Nov  8 00:58:08 2011","","If These Walls Could Talk 2","TV Movie","Jane Anderson, Martha Coolidge","7.0","96","2000","drama, romance","5033","2000-03-05","http://www.imdb.com/title/tt0206036/"
"192","tt0107290","Wed Nov  9 23:25:54 2011","Wed Nov  9 23:25:54 2011","","Jurassic Park","Feature Film","Steven Spielberg","8.0","127","1993","adventure, sci_fi, thriller","477047","1993-06-09","http://www.imdb.com/title/tt0107290/"
"193","tt0119567","Wed Nov  9 23:26:06 2011","Wed Nov  9 23:26:06 2011","","The Lost World: Jurassic Park","Feature Film","Steven Spielberg","6.5","129","1997","action, adventure, sci_fi","222117","1997-05-19","http://www.imdb.com/title/tt0119567/"
